,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1574,CA02,140104409,LOB corporation,57:30.6,2020,2960628486,00:00.0,00:00.0,00:00.0,CA10,21010.283,0-15
1575,U001,100030964,NATURA us,15:21.2,2020,1930737991,00:00.0,00:00.0,00:00.0,NAA8,41907.85,less than 0
1576,U001,CCU013,KRAFT F foundation,19:26.5,2020,1930573752,00:00.0,00:00.0,00:00.0,NAX2,8905,31-45
1577,U001,200744019,TARG in,20:11.5,2020,1930631754,00:00.0,00:00.0,00:00.0,NAA8,5431.79,0-15
1578,U001,200148860,DOLLA llc,41:32.4,2020,1930783302,00:00.0,00:00.0,00:00.0,NAA8,40362.53,less than 0
1579,U013,140103335,PARAM corp,53:02.4,2020,1991839868,00:00.0,00:00.0,00:00.0,NAVE,278.78,0-15
1580,U001,200707822,PUBLI trust,00:08.4,2020,1930803915,00:00.0,00:00.0,00:00.0,NAA8,57456.57,less than 0
1581,U001,200769623,WAL-MAR systems,00:47.6,2020,1930726507,00:00.0,00:00.0,00:00.0,NAH4,46682.61,less than 0
1582,U001,200794332,COST corp,35:39.2,2020,1930635264,00:00.0,00:00.0,00:00.0,NAAX,20516.62,less than 0
1583,U001,200148860,DOLLA us,40:54.2,2020,1930645437,00:00.0,00:00.0,00:00.0,NAA8,17788.49,less than 0
1584,U001,200020431,DEC llc,35:56.2,2020,1930678795,00:00.0,00:00.0,00:00.0,NAM2,585.54,less than 0
1585,U001,100031704,DELHAIZE associates,25:39.2,2020,1930842738,00:00.0,00:00.0,00:00.0,NAA8,42156.43,0-15
1586,U001,200741174,M B  systems,34:34.8,2020,1930654551,00:00.0,00:00.0,00:00.0,NAA8,19919.09,less than 0
1587,CA02,140104409,LOB corp,07:31.1,2020,2960630168,00:00.0,00:00.0,00:00.0,CA10,42715.351,0-15
1588,U001,200769623,WAL-MAR us,47:59.2,2020,1930844559,00:00.0,00:00.0,00:00.0,NAH4,38321.58,less than 0
1589,U001,200705742,DOT corporation,26:24.5,2020,1930637538,00:00.0,00:00.0,00:00.0,NAAW,844.5,less than 0
1590,U001,200776463,KROGE corporation,48:50.2,2020,1930658086,00:00.0,00:00.0,00:00.0,NAA8,15632.23,less than 0
1591,U001,200769623,WAL-MAR ,05:14.4,2020,1930787978,00:00.0,00:00.0,00:00.0,NAH4,14167.07,less than 0
1592,U001,200772670,ASSOCIAT llc,01:23.2,2020,1930726844,00:00.0,00:00.0,00:00.0,NAU5,38645.04,less than 0
1593,U001,200148860,DOLLA systems,37:55.0,2020,1930722754,00:00.0,00:00.0,00:00.0,NAGD,8972.85,less than 0
1594,U001,200726979,BJ'S  systems,26:20.7,2020,1930780424,00:00.0,00:00.0,00:00.0,NAA8,518.66,less than 0
1595,U001,200418007,AM corporation,53:16.0,2020,1930840913,00:00.0,00:00.0,00:00.0,NAA8,3976.56,less than 0
1596,CA02,140104409,LOB in,09:19.2,2020,2960618957,00:00.0,00:00.0,00:00.0,CA10,58399.285,0-15
1597,U001,100026809,PRES co,07:53.4,2020,1930641794,00:00.0,00:00.0,00:00.0,NA10,28778.75,0-15
1598,U001,100036538,DENVER co,07:41.0,2020,1930779327,00:00.0,00:00.0,00:00.0,NAA8,9348.8,less than 0
1599,U001,200704858,WAKE us,45:28.2,2020,1930729556,00:00.0,00:00.0,00:00.0,NAA8,22779.88,less than 0
1600,U001,200707822,PUBLI corp,50:14.9,2020,1930607529,00:00.0,00:00.0,00:00.0,NAA8,18034.04,less than 0
1601,U001,200769623,WAL-MAR corporation,24:40.8,2020,1930646472,00:00.0,00:00.0,00:00.0,NAH4,15596.05,less than 0
1602,U001,200744019,TARG foundation,34:42.5,2020,1930859172,00:00.0,00:00.0,00:00.0,NAA8,11623.51,0-15
1603,U001,200712105,WALG ,38:41.9,2020,1930798481,00:00.0,00:00.0,00:00.0,NAA8,5787.64,0-15
1604,U001,200769623,WAL-MAR associates,46:39.0,2020,1930856608,00:00.0,00:00.0,00:00.0,NAH4,78217.96,less than 0
1605,U001,200769623,WAL-MAR co,38:59.5,2020,1930810004,00:00.0,00:00.0,00:00.0,NAH4,1898.2,less than 0
1606,U001,200769623,WAL-MAR trust,14:00.5,2020,1930730006,00:00.0,00:00.0,00:00.0,NAH4,8277.1,less than 0
1607,U001,200750051,ALBER in,31:50.9,2020,1930720525,00:00.0,00:00.0,00:00.0,NAA8,24591.45,less than 0
1608,U001,200769369,DI systems,50:10.9,2020,1930848116,00:00.0,00:00.0,00:00.0,NAA8,54656.6,less than 0
1609,U001,200771157,WEIS corporation,15:28.9,2020,1930825652,00:00.0,00:00.0,00:00.0,NAA8,2093.81,0-15
1610,U001,200762301,C&S WH in,22:54.3,2020,1930581545,00:00.0,00:00.0,00:00.0,NAC6,88176.69,less than 0
1611,U001,100013521,THAYE systems,14:13.2,2020,1930785164,00:00.0,00:00.0,00:00.0,NAGD,78711.94,0-15
1612,U001,200769623,WAL-MAR co,55:03.7,2020,1930567789,00:00.0,00:00.0,00:00.0,NAH4,739.74,less than 0
1613,U001,200705742,DOT associates,11:42.4,2020,1930652032,00:00.0,00:00.0,00:00.0,NA32,32642.21,less than 0
1614,U001,200707822,PUBLI ,09:55.1,2020,1930647448,00:00.0,00:00.0,00:00.0,NAA8,25205.17,less than 0
1615,CA02,140104240,FEDER foundation,18:55.6,2020,2960619378,00:00.0,00:00.0,00:00.0,CA10,114762.977,0-15
1616,U001,200776463,KROGE llc,12:10.5,2020,1930725441,00:00.0,00:00.0,00:00.0,NAA8,26803.83,less than 0
1617,CA02,140104409,LOB co,53:06.2,2020,2960621483,00:00.0,00:00.0,00:00.0,CA10,123305.196,0-15
1618,U001,200881076,ALBERT us,27:30.8,2020,1930711482,00:00.0,00:00.0,00:00.0,NAA8,52871.45,less than 0
1619,U001,200744019,TARG ,28:25.6,2020,1930774929,00:00.0,00:00.0,00:00.0,NAA8,22993.63,0-15
1620,U001,200974851,RESTA in,13:58.3,2020,1930609837,00:00.0,00:00.0,00:00.0,NAA8,175.18,less than 0
1621,U001,200622385,US  llc,52:40.3,2020,1930809427,00:00.0,00:00.0,00:00.0,NAA8,16221.02,less than 0
1622,U001,200769623,WAL-MAR co,07:17.0,2020,1930882778,00:00.0,00:00.0,00:00.0,NAH4,21868.93,less than 0
1623,U001,200769623,WAL-MAR corp,48:34.8,2020,1930725416,00:00.0,00:00.0,00:00.0,NAH4,40833.09,less than 0
1624,CA02,100030194,AMAZO in,30:15.9,2020,2960620257,00:00.0,00:00.0,00:00.0,CA10,2258.06,0-15
1625,U001,200744019,TARG trust,29:44.1,2020,1930767520,00:00.0,00:00.0,00:00.0,NAA8,1715.52,0-15
1626,U001,200794332,COST corp,46:51.0,2020,1930814572,00:00.0,00:00.0,00:00.0,NAAX,12073.47,less than 0
1627,U001,200020431,DEC trust,55:29.5,2020,1930599636,00:00.0,00:00.0,00:00.0,NAM2,3105.18,less than 0
1628,U001,200705742,DOT co,53:04.9,2020,1930597761,00:00.0,00:00.0,00:00.0,NAAW,2979.98,less than 0
1629,U001,200769623,WAL-MAR trust,29:09.1,2020,1930778673,00:00.0,00:00.0,00:00.0,NAH4,6444.57,less than 0
1630,U001,200769623,WAL-MAR in,29:59.0,2020,1930718234,00:00.0,00:00.0,00:00.0,NAH4,14439.82,less than 0
1631,U001,200794332,COST foundation,06:16.3,2020,1930799137,00:00.0,00:00.0,00:00.0,NAAX,32715.47,less than 0
1632,U001,200772670,ASSOCIAT corp,42:56.4,2020,1930854897,00:00.0,00:00.0,00:00.0,NAU5,90088.15,less than 0
1633,U001,200744019,TARG ,58:28.6,2020,1930692386,00:00.0,00:00.0,00:00.0,NAA8,364.61,less than 0
1634,U001,200762301,C&S WH ,19:43.2,2020,1930702181,00:00.0,00:00.0,00:00.0,NAC6,27548.39,less than 0
1635,CA02,140104409,LOB us,37:55.6,2020,2960631778,00:00.0,00:00.0,00:00.0,CA10,2301.019,0-15
1636,U001,200729942,SA llc,26:45.4,2020,1930809962,00:00.0,00:00.0,00:00.0,NAA8,16360.32,less than 0
1637,U001,200739534,OK foundation,13:03.6,2020,1930740295,00:00.0,00:00.0,00:00.0,NAA8,164000.2,less than 0
1638,U001,200416837,DEC ,21:04.9,2020,1930675891,00:00.0,00:00.0,00:00.0,NAM4,2115.76,less than 0
1639,U001,200353024,DECA systems,04:05.2,2020,1930813179,00:00.0,00:00.0,00:00.0,NAM2,23758.19,less than 0
1640,U001,200769623,WAL-MAR foundation,22:37.0,2020,1930880928,00:00.0,00:00.0,00:00.0,NAH4,43689.05,less than 0
1641,U001,200769623,WAL-MAR foundation,26:50.1,2020,1930665925,00:00.0,00:00.0,00:00.0,NAH4,8208.23,less than 0
1642,U001,200762950,HAR co,40:55.2,2020,1930757164,00:00.0,00:00.0,00:00.0,NAA8,53771.3,less than 0
1643,U001,200772595,SAFEW co,52:35.7,2020,1930857661,00:00.0,00:00.0,00:00.0,NAA8,6579.41,less than 0
1644,CA02,140104440,SO in,30:10.7,2020,2960625100,00:00.0,00:00.0,00:00.0,CA10,24731.392,0-15
1645,U001,200769623,WAL-MAR foundation,28:50.8,2020,1930623910,00:00.0,00:00.0,00:00.0,NAH4,22683.81,less than 0
1646,U001,200769623,WAL-MAR llc,22:41.4,2020,1930717899,00:00.0,00:00.0,00:00.0,NAH4,1695.68,less than 0
1647,U001,200752302,KROGER co,04:25.7,2020,1930681171,00:00.0,00:00.0,00:00.0,NAA8,110807.05,less than 0
1648,U001,200794332,COST associates,28:50.3,2020,1930654546,00:00.0,00:00.0,00:00.0,NAAX,50129.75,less than 0
1649,U001,200763229,MAINES trust,00:08.9,2020,1930559118,00:00.0,00:00.0,00:00.0,NAA8,8845.43,less than 0
1650,U001,200762301,C&S WH llc,18:53.9,2020,1930855800,00:00.0,00:00.0,00:00.0,NAC6,15432.95,less than 0
1651,U001,200769623,WAL-MAR llc,33:58.8,2020,1930768367,00:00.0,00:00.0,00:00.0,NAH4,44144.03,less than 0
1652,CA02,140105785,SHOPPE trust,50:40.7,2020,2960628268,00:00.0,00:00.0,00:00.0,CA10,2079.756,0-15
1653,U001,200726979,BJ'S  trust,59:58.7,2020,1930716039,00:00.0,00:00.0,00:00.0,NAA8,99.19,less than 0
1654,U001,100012638,99 CE llc,32:20.8,2020,1930788394,00:00.0,00:00.0,00:00.0,NAA8,31389.22,0-15
1655,U001,200729942,SA ,52:56.3,2020,1930656063,00:00.0,00:00.0,00:00.0,NAA8,5649.61,less than 0
1656,U001,200760666,KEHE  us,11:02.8,2020,1930815115,00:00.0,00:00.0,00:00.0,NAA8,4946.3,less than 0
1657,U001,200847305,CUSTOM co,01:38.1,2020,1930789310,00:00.0,00:00.0,00:00.0,NA10,55177.2,0-15
1658,U001,200775094,SAVE M foundation,59:00.8,2020,1930701019,00:00.0,00:00.0,00:00.0,NAA8,67035.3,less than 0
1659,U001,200721222,GO foundation,35:37.8,2020,1930824670,00:00.0,00:00.0,00:00.0,NAA8,53836.3,less than 0
1660,U001,200707822,PUBLI corporation,45:38.8,2020,1930755194,00:00.0,00:00.0,00:00.0,NAA8,35908.58,less than 0
1661,U001,200290370,BARGAIN  in,17:39.4,2020,1930645740,00:00.0,00:00.0,00:00.0,NAA8,4851,0-15
1662,U001,200762301,C&S WH corp,54:49.1,2020,1930839913,00:00.0,00:00.0,00:00.0,NAC6,96283.05,less than 0
1663,U001,200707741,SMART &  trust,40:56.5,2020,1930652026,00:00.0,00:00.0,00:00.0,NAA8,130621.01,less than 0
1664,U001,200803720,DEC corp,16:16.2,2020,1930819083,00:00.0,00:00.0,00:00.0,NAM4,7724.5,less than 0
1665,U001,200744019,TARG systems,36:04.1,2020,1930830911,00:00.0,00:00.0,00:00.0,NAA8,15063.05,0-15
1666,U001,200726979,BJ'S  systems,37:43.9,2020,1930752253,00:00.0,00:00.0,00:00.0,NAA8,341.28,less than 0
1667,U001,200707822,PUBLI llc,38:34.5,2020,1930692608,00:00.0,00:00.0,00:00.0,NAA8,135408.62,less than 0
1668,U001,200803720,DEC trust,48:10.5,2020,1930614104,00:00.0,00:00.0,00:00.0,NAM4,78.72,less than 0
1669,U001,200769623,WAL-MAR associates,26:33.4,2020,1930784229,00:00.0,00:00.0,00:00.0,NAH4,25347.18,less than 0
1670,U001,200778870,C systems,08:47.4,2020,1930788676,00:00.0,00:00.0,00:00.0,NAA8,3057.42,0-15
1671,U001,200769623,WAL-MAR corporation,49:13.5,2020,1930691704,00:00.0,00:00.0,00:00.0,NAH4,40720.37,less than 0
1672,U001,200769623,WAL-MAR co,10:40.7,2020,1930738858,00:00.0,00:00.0,00:00.0,NAH4,10214.38,less than 0
1673,U001,200726979,BJ'S  in,17:03.9,2020,1930752196,00:00.0,00:00.0,00:00.0,NAA8,234.09,less than 0
1674,U001,200337148,COAS co,19:54.3,2020,1930783222,00:00.0,00:00.0,00:00.0,NAA8,14627.61,less than 0
1675,U001,200769623,WAL-MAR associates,10:36.3,2020,1930686490,00:00.0,00:00.0,00:00.0,NAH4,1898.2,less than 0
1676,U001,200769623,WAL-MAR us,48:35.5,2020,1930660802,00:00.0,00:00.0,00:00.0,NAH4,1748.38,less than 0
1677,U001,200711029,WEGMAN associates,00:25.3,2020,1930654989,00:00.0,00:00.0,00:00.0,NAA8,14635.86,0-15
1678,U001,200762301,C&S WH associates,10:40.6,2020,1930683650,00:00.0,00:00.0,00:00.0,NAC6,4168.92,less than 0
1679,U001,200772670,ASSOCIAT foundation,15:36.4,2020,1930594691,00:00.0,00:00.0,00:00.0,NAU5,93352.52,less than 0
1680,U001,200353024,DECA co,43:27.2,2020,1930689923,00:00.0,00:00.0,00:00.0,NAM4,677.34,less than 0
1681,U001,200772670,ASSOCIAT llc,20:51.3,2020,1930659859,00:00.0,00:00.0,00:00.0,NAU5,14987.18,less than 0
1682,U001,200744019,TARG trust,38:28.4,2020,1930850457,00:00.0,00:00.0,00:00.0,NAA8,6416.66,0-15
1683,U001,200707822,PUBLI in,38:34.5,2020,1930686245,00:00.0,00:00.0,00:00.0,NAA8,125597.14,less than 0
1684,U001,200779719,FOOD 4 trust,46:14.8,2020,1930710354,00:00.0,00:00.0,00:00.0,NAA8,17224.98,less than 0
1685,U001,200769623,WAL-MAR foundation,40:15.7,2020,1930802159,00:00.0,00:00.0,00:00.0,NAH4,9764.02,less than 0
1686,U001,200769623,WAL-MAR associates,50:24.8,2020,1930720105,00:00.0,00:00.0,00:00.0,NAH4,1329.23,less than 0
1687,U001,200769623,WAL-MAR ,09:07.1,2020,1930752447,00:00.0,00:00.0,00:00.0,NAH4,21043.62,less than 0
1688,U001,200705372,FR associates,35:32.2,2020,1930854139,00:00.0,00:00.0,00:00.0,NAA8,79660.67,less than 0
1689,CA02,140106408,WAL-M systems,47:47.2,2020,2960626248,00:00.0,00:00.0,00:00.0,CA10,14005.614,0-15
1690,U001,200762301,C&S WH us,13:07.6,2020,1930801690,00:00.0,00:00.0,00:00.0,NAC6,97652.49,less than 0
1691,U001,200416837,DEC associates,54:46.1,2020,1930857750,00:00.0,00:00.0,00:00.0,NAM4,106.2,less than 0
1692,U001,100043961,GOUR systems,00:20.8,2020,1930817603,00:00.0,00:00.0,00:00.0,NAA8,1961.74,0-15
1693,U001,200759878,SA trust,58:33.7,2020,1930604580,00:00.0,00:00.0,00:00.0,NAH4,14775.24,less than 0
1694,U001,200772670,ASSOCIAT llc,45:42.6,2020,1930629454,00:00.0,00:00.0,00:00.0,NAU5,5607.19,less than 0
1695,U001,200769623,WAL-MAR associates,59:30.0,2020,1930666127,00:00.0,00:00.0,00:00.0,NAH4,50208.33,less than 0
1696,U001,200723794,MID MO trust,27:04.1,2020,1930817103,00:00.0,00:00.0,00:00.0,NAA8,65250.78,less than 0
1697,U001,200769623,WAL-MAR corp,08:10.6,2020,1930763954,00:00.0,00:00.0,00:00.0,NAH4,3987.56,less than 0
1698,U001,200418007,AM us,10:31.3,2020,1930821623,00:00.0,00:00.0,00:00.0,NAA8,19454.4,less than 0
1699,U001,200799367,MCL us,23:10.9,2020,1930730176,00:00.0,00:00.0,00:00.0,NAA8,41736.04,less than 0
1700,U001,200769623,WAL-MAR ,32:57.7,2020,1930739610,00:00.0,00:00.0,00:00.0,NAH4,161.84,less than 0
1701,CA02,140104552,THE NO associates,58:34.6,2020,2960622710,00:00.0,00:00.0,00:00.0,CA10,2487.24,0-15
1702,U001,200769623,WAL-MAR foundation,42:05.2,2020,1930726074,00:00.0,00:00.0,00:00.0,NAH4,48.33,less than 0
1703,U001,200424504,M  corp,14:51.0,2020,1930570287,00:00.0,00:00.0,00:00.0,NACE,6035.26,31-45
1704,U001,200920735,ALBERT corporation,53:34.9,2020,1930709529,00:00.0,00:00.0,00:00.0,NAA8,114312.44,less than 0
1705,U001,200739006,AL us,37:26.2,2020,1930784221,00:00.0,00:00.0,00:00.0,NAA8,38612.65,less than 0
1706,U001,200762301,C&S WH associates,41:26.1,2020,1930570622,00:00.0,00:00.0,00:00.0,NAC6,23116.36,less than 0
1707,U001,200769623,WAL-MAR co,00:08.2,2020,1930794546,00:00.0,00:00.0,00:00.0,NAH4,19210.63,less than 0
1708,U001,CCU013,KRAFT F foundation,17:10.7,2020,1930667228,00:00.0,00:00.0,00:00.0,NAX2,19250.55,31-45
1709,U001,200772595,SAFEW us,34:37.5,2020,1930571802,00:00.0,00:00.0,00:00.0,NAA8,109546.06,less than 0
1710,U001,200769623,WAL-MAR in,12:05.0,2020,1930622185,00:00.0,00:00.0,00:00.0,NAH4,40416.98,less than 0
1711,U001,200769623,WAL-MAR corporation,48:49.7,2020,1930593349,00:00.0,00:00.0,00:00.0,NAH4,2373.96,less than 0
1712,U001,200780383,MEIJ associates,23:05.0,2020,1930759393,00:00.0,00:00.0,00:00.0,NAA8,729.88,less than 0
1713,U001,200778870,C foundation,17:55.8,2020,1930709752,00:00.0,00:00.0,00:00.0,NAA8,1151.93,0-15
1714,U001,100021540,MASTER llc,37:26.6,2020,1930880029,00:00.0,00:00.0,00:00.0,NA10,18694.04,0-15
1715,U001,200762301,C&S WH systems,25:37.1,2020,1930719903,00:00.0,00:00.0,00:00.0,NAC6,12944.43,less than 0
1716,U001,200726979,BJ'S  us,48:33.8,2020,1930833701,00:00.0,00:00.0,00:00.0,NAA8,253.84,less than 0
1717,U001,200781803,JRD co,02:08.3,2020,1930609448,00:00.0,00:00.0,00:00.0,NAA8,8812.48,less than 0
1718,U001,200769623,WAL-MAR corporation,36:33.4,2020,1930668395,00:00.0,00:00.0,00:00.0,NAH4,9582.29,less than 0
1719,U001,100036039,GI llc,32:17.1,2020,1930699699,00:00.0,00:00.0,00:00.0,NAA8,30175.08,0-15
1720,U001,200780383,MEIJ associates,17:41.2,2020,1930788026,00:00.0,00:00.0,00:00.0,NAA8,186.66,less than 0
1721,CA02,140104409,LOB foundation,04:56.6,2020,2960621309,00:00.0,00:00.0,00:00.0,CA10,125388.018,0-15
1722,CA02,140104409,LOB llc,35:07.3,2020,2960628266,00:00.0,00:00.0,00:00.0,CA10,38742.438,0-15
1723,U001,200719839,ASSOCI co,11:54.4,2020,1930718048,00:00.0,00:00.0,00:00.0,NAA8,23317.73,0-15
1724,U001,200418007,AM trust,09:26.1,2020,1930720702,00:00.0,00:00.0,00:00.0,NAGD,2261.88,less than 0
1725,U001,200769623,WAL-MAR in,05:03.1,2020,1930684122,00:00.0,00:00.0,00:00.0,NAH4,57450.13,less than 0
1726,U001,200772670,ASSOCIAT ,46:12.3,2020,1930854012,00:00.0,00:00.0,00:00.0,NAU5,58355.02,less than 0
1727,U001,200769623,WAL-MAR us,17:30.5,2020,1930720585,00:00.0,00:00.0,00:00.0,NAH4,5126.33,less than 0
1728,U001,200742791,QUI co,56:49.1,2020,1930653653,00:00.0,00:00.0,00:00.0,NAA8,55626.12,less than 0
1729,U001,200779051,AFFILI corporation,37:56.7,2020,1930791194,00:00.0,00:00.0,00:00.0,NAA8,60705.11,less than 0
1730,U001,200769623,WAL-MAR us,44:52.8,2020,1930593538,00:00.0,00:00.0,00:00.0,NAH4,10017.22,less than 0
1731,U001,200707822,PUBLI ,50:14.9,2020,1930621181,00:00.0,00:00.0,00:00.0,NAA8,22764.45,less than 0
1732,U001,200769623,WAL-MAR co,06:49.2,2020,1930883240,00:00.0,00:00.0,00:00.0,NAH4,12868.75,less than 0
1733,U001,200772670,ASSOCIAT corporation,59:22.1,2020,1930623725,00:00.0,00:00.0,00:00.0,NAU5,42537.43,less than 0
1734,U001,200762301,C&S WH co,29:14.5,2020,1930759122,00:00.0,00:00.0,00:00.0,NAC6,99686.61,less than 0
1735,U001,200803720,DEC us,17:10.1,2020,1930872534,00:00.0,00:00.0,00:00.0,NAM4,2441.08,less than 0
1736,U001,200726979,BJ'S  corp,04:53.5,2020,1930781751,00:00.0,00:00.0,00:00.0,NAA8,1357.88,less than 0
1737,U001,200705742,DOT corporation,15:30.6,2020,1930607214,00:00.0,00:00.0,00:00.0,NAD1,21966.55,less than 0
1738,U001,200744019,TARG ,26:49.7,2020,1930750234,00:00.0,00:00.0,00:00.0,NAA8,2865.42,0-15
1739,U001,200759878,SA trust,04:29.0,2020,1930783185,00:00.0,00:00.0,00:00.0,NAH4,80745.35,less than 0
1740,U001,200705372,FR associates,58:09.9,2020,1930755356,00:00.0,00:00.0,00:00.0,NAA8,141048.64,less than 0
1741,U001,200759878,SA us,32:35.8,2020,1930655360,00:00.0,00:00.0,00:00.0,NAH4,13861.92,less than 0
1742,CA02,140104409,LOB co,36:25.0,2020,2960620476,00:00.0,00:00.0,00:00.0,CA10,173162.808,0-15
1743,U001,200769623,WAL-MAR co,03:27.9,2020,1930749873,00:00.0,00:00.0,00:00.0,NAH4,13635.52,less than 0
1744,U001,200769623,WAL-MAR llc,54:50.1,2020,1930776678,00:00.0,00:00.0,00:00.0,NAH4,41660.35,less than 0
1745,CA02,140104409,LOB in,15:55.7,2020,2960631463,00:00.0,00:00.0,00:00.0,CA10,158946.501,0-15
1746,CA02,140104472,MARTIN llc,57:40.7,2020,2960626557,00:00.0,00:00.0,00:00.0,CA10,8767.584,0-15
1747,U001,200739534,OK llc,27:29.7,2020,1930687007,00:00.0,00:00.0,00:00.0,NAA8,64295.62,less than 0
1748,U001,200786288,FAMILY ,44:33.3,2020,1930796811,00:00.0,00:00.0,00:00.0,NAC6,65539.44,16-30
1749,U001,200769623,WAL-MAR in,29:43.6,2020,1930683016,00:00.0,00:00.0,00:00.0,NAH4,6043.2,less than 0
1750,U001,200744019,TARG corp,29:23.2,2020,1930621865,00:00.0,00:00.0,00:00.0,NAA8,54308.98,0-15
1751,U001,200780383,MEIJ associates,38:53.9,2020,1930595798,00:00.0,00:00.0,00:00.0,NAGD,18680.24,less than 0
1752,U001,200762301,C&S WH corp,14:48.8,2020,1930745422,00:00.0,00:00.0,00:00.0,NAC6,8733.12,less than 0
1753,U001,200418007,AM associates,02:44.3,2020,1930646653,00:00.0,00:00.0,00:00.0,NAA8,86400,less than 0
1754,U001,200769623,WAL-MAR us,03:53.5,2020,1930874642,00:00.0,00:00.0,00:00.0,NAH4,64283.6,less than 0
1755,U001,200769623,WAL-MAR systems,06:14.2,2020,1930630024,00:00.0,00:00.0,00:00.0,NAH4,75947.52,less than 0
1756,U001,200704858,WAKE corp,53:21.1,2020,1930689572,00:00.0,00:00.0,00:00.0,NAA8,18673.61,less than 0
1757,U001,200799367,MCL ,57:14.7,2020,1930601401,00:00.0,00:00.0,00:00.0,NAGD,1242.67,less than 0
1758,U001,200793568,SUPE systems,15:54.2,2020,1930691578,00:00.0,00:00.0,00:00.0,NAA8,22419.13,less than 0
1759,U001,200769623,WAL-MAR associates,59:43.4,2020,1930624508,00:00.0,00:00.0,00:00.0,NAH4,545.77,less than 0
1760,U001,200744019,TARG corporation,51:05.8,2020,1930597731,00:00.0,00:00.0,00:00.0,NAA8,52453.84,0-15
1761,U001,200747369,SCHNU in,42:28.0,2020,1930673501,00:00.0,00:00.0,00:00.0,NAA8,115736.76,0-15
1762,U001,200744019,TARG associates,53:34.2,2020,1930852427,00:00.0,00:00.0,00:00.0,NAA8,18015.92,0-15
1763,U001,200769623,WAL-MAR trust,34:04.4,2020,1930584639,00:00.0,00:00.0,00:00.0,NAH4,15551.04,less than 0
1764,U001,200290370,BARGAIN  associates,28:28.8,2020,1930832766,00:00.0,00:00.0,00:00.0,NAA8,2451.06,0-15
1765,CA02,140104429,COSTCO in,01:13.6,2020,2960617229,00:00.0,00:00.0,00:00.0,CA10,51032.184,0-15
1766,U001,200707822,PUBLI systems,27:41.7,2020,1930809334,00:00.0,00:00.0,00:00.0,NAA8,30882.47,less than 0
1767,U001,200769623,WAL-MAR ,26:23.5,2020,1930829304,00:00.0,00:00.0,00:00.0,NAH4,38392.38,less than 0
1768,U001,200799367,MCL ,20:40.1,2020,1930804618,00:00.0,00:00.0,00:00.0,NAA8,23008.95,less than 0
1769,U001,200580232,INTERR corporation,20:29.6,2020,1930581454,00:00.0,00:00.0,00:00.0,NA10,41819.75,less than 0
1770,U001,200331749,SYSC in,31:17.8,2020,1930839712,00:00.0,00:00.0,00:00.0,NAA8,18089.46,0-15
1771,U001,200772670,ASSOCIAT systems,46:53.7,2020,1930615230,00:00.0,00:00.0,00:00.0,NAU5,4527.15,less than 0
1772,U001,200769623,WAL-MAR systems,17:18.8,2020,1930710385,00:00.0,00:00.0,00:00.0,NAH4,661.11,less than 0
1773,CA02,140104440,SO co,12:16.1,2020,2960626566,00:00.0,00:00.0,00:00.0,CA10,909.111,0-15
1774,U001,100031704,DELHAIZE ,06:03.9,2020,1930668528,00:00.0,00:00.0,00:00.0,NAA8,83494.71,0-15
1775,U001,200769623,WAL-MAR corporation,24:40.8,2020,1930778945,00:00.0,00:00.0,00:00.0,NAH4,16120.08,less than 0
1776,U001,200519201,KROGE trust,52:27.8,2020,1930808236,00:00.0,00:00.0,00:00.0,NAA8,42672.32,less than 0
1777,U001,200700919,US  corp,06:32.9,2020,1930782921,00:00.0,00:00.0,00:00.0,NAA8,38092.46,0-15
1778,U001,200707822,PUBLI corp,01:06.8,2020,1930793908,00:00.0,00:00.0,00:00.0,NAA8,141429.45,less than 0
1779,U001,200772595,SAFEW trust,21:25.1,2020,1930585264,00:00.0,00:00.0,00:00.0,NAA8,46131.46,less than 0
1780,U001,200769623,WAL-MAR corp,04:29.0,2020,1930760017,00:00.0,00:00.0,00:00.0,NAH4,61303.77,less than 0
1781,U001,200769623,WAL-MAR corp,15:33.0,2020,1930774969,00:00.0,00:00.0,00:00.0,NAH4,10824.76,less than 0
1782,U001,200769623,WAL-MAR co,54:33.6,2020,1930729945,00:00.0,00:00.0,00:00.0,NAH4,6532.6,less than 0
1783,U001,200769623,WAL-MAR systems,31:26.9,2020,1930576923,00:00.0,00:00.0,00:00.0,NAH4,3270.04,less than 0
1784,U001,200794332,COST llc,57:27.0,2020,1930585834,00:00.0,00:00.0,00:00.0,NAAX,14204.38,less than 0
1785,U001,200875680,MINERS  corporation,48:49.1,2020,1930897103,00:00.0,00:00.0,00:00.0,NAA8,77253.74,less than 0
1786,CA02,140104423,METRO  corporation,33:40.3,2020,2960632641,00:00.0,00:00.0,00:00.0,CA10,68971.385,0-15
1787,U001,200705742,DOT ,56:36.4,2020,1930768592,00:00.0,00:00.0,00:00.0,NAD1,847.36,less than 0
1788,U001,200704858,WAKE us,30:00.5,2020,1930803023,00:00.0,00:00.0,00:00.0,NAA8,19111.37,less than 0
1789,U001,200706844,WINC associates,46:56.4,2020,1930839902,00:00.0,00:00.0,00:00.0,NAA8,7523.04,0-15
1790,U001,200769623,WAL-MAR in,29:45.4,2020,1930580065,00:00.0,00:00.0,00:00.0,NAH4,47540.04,less than 0
